ORGANIZATION_NAME,LOCATION_NAME,ADDRESS_1,ADDRESS_2,PHONE,EXT,CASE_MANAGEMENT,CRISIS_INTERVENTION,LEGAL_SERVICES,SAFETY_PLANNING,IMMIGRATION_SERVICES,EMERGENCY_OR_TRANSITIONAL_SHELTER,PERMANENT_HOUSING,HEALTH_CARE,MENTAL_HEALTH_COUNSELING,DRUG_ADDICTION_SCREENING_AND_TREATMENT,LANGUAGE_INTERPRETATION,PUBLIC_BENEFITS,JOB_TRAINING_AND_ECONOMIC_EMPOWERMENT,RESTORATIVE_JUSTICE,OTHER_SERVICE,INTIMATE_PARTNER_VIOLENCE,FAMILY_VIOLENCE,SEXUAL_ASSAULT,VIOLENT_CRIME,PROPERTY/FINANCIAL_CRIMES,AGE_0-5,AGE_5-24,AGE_25-60,AGE_60+,ELIGIBILITY_CRITERIA,MAIN_HOURS_OF_OPERATION,WEEKEND_HOURS_OF_OPERATION,SPANISH,ARABIC,BENGALI,CHINESE,FRENCH,HAITIAN-CREOLE,ITALIAN,KOREAN,POLISH,RUSSIAN,URDU,YIDDISH,OTHER_LANGUAGE,WHEELCHAIR_ACCESS,REFERRAL_REQUIRED,CULTURAL_COMPETENCIES_SPECIALIZATIONS,BOROUGH,X,Y,WEBSITE
Safe Horizon,Crime Victim Assistance Program Manhattan 28th Precinct ,2271-89 Frederick Douglass Boulevard ,"New York, NY 10027",212-666-2784,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,,,,,,,,,,1,,,Manhattan,997360,233928,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Manhattan 30th Precinct ,451 W 151st Street,"New York, NY 10031",800-621-4763,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,Call to inquire about hours of operation,,1,,,,1,,,,,,,,Mandigo,1,,,Manhattan,999794,241252,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Manhattan 32nd Precinct ,34 W 134th Street,"New York, NY 10037",212-690-5858,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,,,,,,,,,,1,,,Manhattan,1000846,235291,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Manhattan 33th Precinct ,2207 Amsterdam Avenue  ,"New York, NY 10032",212-918-4772,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,,,,,,,,,,1,,,Manhattan,1001936,245282,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Manhattan 34th Precinct ,4295 Broadway,"New York, NY 10033",212-927-0603,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,,,,,,,,,,1,,,Manhattan,1002102,249514,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Bronx 40th Precinct ,257 Alexander Avenue ,"Bronx, NY 10454",800-621-4763,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,,,,,,,,,,1,,,Bronx,1004926,234532,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Bronx 41st Precinct ,1035 Longwood Avenue ,"Bronx, NY 10459",800-621-4763,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,,,,,,,,,,1,,,Bronx,1013232,236725,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Bronx 42nd Precinct ,830 Washington Avenue ,"Bronx, NY 10451",800-621-4763,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,,,,,,,,,Wolof,1,,,Bronx,1008808,238966,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Bronx 43rd Precinct ,900 Fteley Avenue ,"Bronx, NY 10473",718-617-7892,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,,,1,,,,,,,,,,,1,,,Bronx,1020305,239200,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Bronx 44th Precinct ,2 E 169th Street ,"Bronx, NY 10452",800-621-4763,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 8 am - 4 pm</li><li>Domestic violence advocacy services:<br> Monday - Friday: 12 pm - 8 pm</li></ul>,,1,,,,,,,,,,,,,1,,,Bronx,1006456,244344,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Bronx 45th Precinct ,2877 Barkley Avenue  ,"Bronx, NY 10465",800-621-4763,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,Monday - Friday: 8 am - 8 pm,,1,,,,,,,,,,,,,1,,,Bronx,1032047,242037,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Bronx 46th Precinct ,2120 Ryer Avenue ,"Bronx, NY 10457",800-621-4763,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,,,,,,,,,,1,,,Bronx,1011882,250409,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Bronx 47th Precinct ,4111 Laconia Avenue  ,"Bronx, NY 10466",718-920-1209,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 8 am - 4 pm</li><li>Domestic violence advocacy services:<br> Monday - Friday: 12 pm - 8 pm</li></ul>,,1,,,,,,,,,,,,,1,,,Bronx,1026387,262634,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Bronx 48th Precinct ,450 Cross Bronx Expressway,"Bronx, NY 10457",800-621-4763,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 8 am - 4 pm</li><li>Domestic violence advocacy services:<br> Monday - Friday: 12 pm - 8 pm</li></ul>,,1,,,,1,,,,,,,,Mandigo,1,,,Bronx,1011786,246747,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Bronx 49th Precinct ,2121 Eastchester Road,"Bronx, NY 10461",718-918-2080,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,,,,,,,,,Wolof,1,,,Bronx,1027042,251065,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Bronx 50th Precinct ,3450 Kingsbridge Avenue ,"Bronx, NY 10463",800-621-4763,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,,,,,,,,,,1,,,Bronx,1011264,261128,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Bronx 52nd Precinct ,3016 Webster Avenue  ,"Bronx, NY 10467",718-220-7170,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,,,,,,,,,,1,,,Bronx,1017318,255749,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Brooklyn 61st Precinct ,2575 Coney Island Avenue ,"Brooklyn, NY 11223",718-339-2612,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,1,1,,1,,,,,,1,,,Brooklyn,995238,155733,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Brooklyn 62nd Precinct ,1925 Bath Avenue ,"Brooklyn, NY 11214",800-621-4763,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,,,,,,,,,,1,,,Brooklyn,983394,158816,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Brooklyn 63rd Precinct ,1844 Brooklyn Avenue  ,"Brooklyn, NY 11210",800-621-4763,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 8 am - 4 pm</li><li>Domestic violence advocacy services:<br> Monday - Friday: 12 pm - 8 pm</li></ul>,,1,,,,1,1,,,,,,,,1,,,Brooklyn,1000448,168068,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Brooklyn 66th Precinct ,5822 16th Avenue  ,"Brooklyn, NY 11204",800-621-4763,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,,,,,,,,,Cantonese,1,,,Brooklyn,986633,167258,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Brooklyn 68th Precinct ,333 65th Street ,"Brooklyn, NY 11220",718-439-4020,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,,1,,,,,,,,1,,,,1,,,Brooklyn,978016,172080,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Brooklyn 69th Precinct ,9720 Foster Avenue  ,"Brooklyn, NY 11236",718-257-6274,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,,,,,,1,,,,,,,,1,,,Brooklyn,1010628,175515,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Brooklyn 70th Precinct ,154 Lawrence Avenue  ,"Brooklyn, NY 11230",800-621-4763,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,,,,,,,,,,1,,,Brooklyn,991547,168934,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Brooklyn 71st Precinct ,421 Empire Boulevard ,"Brooklyn, NY 11225",718-735-5776,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,1,,,,,,,,,1,,,Brooklyn,998747,181382,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Brooklyn 72nd Precinct ,830 4th Avenue  ,"Brooklyn, NY 11232",800-621-4763,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 8 am - 4 pm</li><li>Domestic violence advocacy services:<br> Monday - Friday: 12 pm - 8 pm</li></ul>,,1,,,,,,1,1,,,,,American Sign Language,1,,,Brooklyn,983964,179071,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Brooklyn 77th Precinct ,127 Utica Avenue ,"Brooklyn, NY 11213",800-621-4763,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,,1,,,,,,,,1,,,Brooklyn,1003606,185050,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Brooklyn 78th Precinct ,65 6th Avenue  ,"Brooklyn, NY 11217",718-623-4184,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,1,,1,,,,,,,1,,,Brooklyn,991425,187357,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Brooklyn 81st Precinct ,30 Ralph Avenue  ,"Brooklyn, NY 11221",800-621-4763,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,,,,,,,,,,1,,,Brooklyn,1005216,190526,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Brooklyn 88th Precinct ,298 Classon Avenue  ,"Brooklyn, NY 11205",718-636-3059,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 8 am - 4 pm</li><li>Domestic violence advocacy services:<br> Monday - Friday: 12 pm - 8 pm</li></ul>,,,,,,,1,,,,,,,,1,,,Brooklyn,995188,190691,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Brooklyn 90th Precinct ,211 Union Avenue  ,"Brooklyn, NY 11211",800-621-4763,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 8 am - 4 pm</li><li>Domestic violence advocacy services:<br> Monday - Friday: 12 pm - 8 pm</li></ul>,,1,,,,,,,,,,,,,1,,,Brooklyn,997872,196575,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Queens 102nd Precinct ,87-34 118th Street,"Richmond Hill, NY 11418",718-805-3260,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,,,,,,1,,,,,,,,,,,Queens,1030954,193887,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Queens 103rd Precinct ,168-02 91st Avenue  ,"Jamaica, NY 11434",800-621-4763,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,,,,,,,,,,1,,,Queens,1041750,196939,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Queens 104th Precinct ,64-2 Catalpa Avenue  ,"Ridgewood, NY 11385",718-386-3097,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 8 am - 4 pm</li><li>Domestic violence advocacy services:<br> Monday - Friday: 12 pm - 8 pm</li></ul>,,1,,,,,,,,,,,,,1,,,Queens,1013764,195875,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Queens 106th Precinct ,103-53 101st Street,"Ozone Park, NY 11417",800-621-4763,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 8 am - 4 pm</li><li>Domestic violence advocacy services:<br> Monday - Friday: 12 pm - 8 pm</li></ul>,,1,,1,,,,,,,,,,,1,,,Queens,1028713,187853,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Queens 108th Precinct ,547 50th Avenue ,"Long Island City, NY 11101",718-784-6807,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 8 am - 4 pm</li><li>Domestic violence advocacy services:<br> Monday - Friday: 12 pm - 8 pm</li></ul>,,1,,1,,,,,,,,,,Hindi,1,,,Queens,996793,210001,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Queens 109th Precinct ,37-05 Union Street,"Flushing, NY 11354",800-621-4763,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 8 am - 4 pm</li><li>Domestic violence advocacy services:<br> Monday - Friday: 12 pm - 8 pm</li></ul>,,1,,,,,,,,,,,,,1,,,Queens,1032199,217060,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Queens 110th Precinct ,9441 43rd Avenue  ,"Corona, NY 11373",800-621-4763,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 8 am - 4 pm</li><li>Domestic violence advocacy services:<br> Monday - Friday: 12 pm - 8 pm</li></ul>,,,,,,,,,,,,,,,1,,,Queens,1020251,210813,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Queens 111th Precinct ,45-06 215th Street ,"Bayside, NY 11361",718-279-0225,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 8 am - 4 pm</li><li>Domestic violence advocacy services:<br> Monday - Friday: 12 pm - 8 pm</li></ul>,,1,,,,,,,,,,,,,1,,,Queens,1048563,216314,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Queens 112th Precinct ,68-40 Austin Street ,"Flushing, NY 11375",718-520-6478,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,,,,,,,,,,1,,,Queens,1025446,202473,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Queens 113th Precinct ,167-02 Baisley Boulevard ,"Jamaica, NY 11434",800-621-4763,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,,,,,,,,,,,,,,1,,,Queens,1046399,186972,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Queens 114th Precinct ,34-16 Astoria Boulevard  South,"Astoria, NY 11103",718-626-2007,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,,,1,,,,,,,,1,,Punjabi,1,,,Queens,1007653,219571,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Queens 115th Precinct ,92-15 Northern Boulevard  ,"Jackson Heights, NY 11372",800-621-4763,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,,,,,,,,,,1,,,Queens,1018699,215043,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Staten Island 121st precinct ,970 Richmond Avenue ,"Staten Island, NY 10314",718-697-8704,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 8 am - 4 pm</li><li>Domestic violence advocacy services:<br> Monday - Friday: 12 pm - 8 pm</li></ul>,,1,,,,,,,,,,,,,1,,,Staten Island,942235,166502,https://www.safehorizon.org/
Safe Horizon,Crime Victim Assistance Program Staten Island 122nd precinct ,2320 Hylan Boulevard ,"Staten Island, NY 10306",718-667-3210,,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,<ul><li>Crime advocacy services:<br>Monday - Friday: 12 pm - 8 pm</li><li>Domestic violence advocacy services:<br>Monday - Friday: 8 am - 4 pm</li></ul>,,1,,,,,,,,,,,,,1,,,Staten Island,954954,148346,https://www.safehorizon.org/
Safe Horizon,Staten Island Family Justice Center ,126 Stuyvesant Place ,"Staten Island, NY 10301",718-697-4300,,1,1,1,1,1,,,,1,,1,,,1,,1,,1,,,1,1,1,1,"Serves survivors of intimate partner violence, elder abuse and/or sex trafficking",Monday - Friday: 9 am - 5 pm,,1,,,,,,,,,,,,,1,,,Staten Island,962818,173610,https://www.safehorizon.org/
Sakhi for South Asian Women,Queens Family Justice Center ,126-02 82nd Avenue ,"Kew Gardens, NY 11415",212.868.6741,,1,1,,1,,,,,1,,1,1,1,,,1,1,1,,,1,1,1,1,Call to access services at locations other than the Queens Family Justice Center, Every 1st Thursday of the month:<br>10 am - 5 pm ,,,,1,,,,,,,,1,,,1,,"Our organization specializes in providing culturally-sensitive, linguistically-appropriate services to South Asians",Queens,1032459,199212,www.sakhi.org
Sanctuary for Families,Bronx Family Justice Center,"198 E 161st Street, 2nd Floor","Bronx, NY 10451",718-508-1220,,1,1,1,1,1,,,,1,,1,,1,,Child Care Services,1,,,,,1,1,1,1,"Serves survivors of intimate partner violence, elder abuse and/or sex trafficking",Monday - Friday: 9 am - 5 pm,,1,,,,,,,,,,,,"Japanese, Greek, Afrikaans, Twi",1,,"Immigrants, LGBTQ, human trafficking survivors, Orthodox Jewish communities",Bronx,1006186,240244,https://sanctuaryforfamilies.org/
Sanctuary for Families,Brooklyn Family Justice Center,350 Jay Street,"Brooklyn, NY 11201",718-250-5111,,1,,1,1,1,,,,,,1,,,,,1,,,,,1,1,1,1,"Serves survivors of intimate partner violence, elder abuse and/or sex trafficking",Monday - Friday: 9 am - 5 pm,,1,,,,1,,,,,1,,,"Bambara, Portuguese",1,,"Immigrants, LGBTQ, human trafficking survivors, Orthodox Jewish communities",Brooklyn,987687,192183,https://sanctuaryforfamilies.org/
Sanctuary for Families,Manhattan Family Justice Center,80 Centre Street,"Manhattan, NY 10013",212-602-2800,,1,1,1,1,1,,,,1,,1,,1,,Child Care Services,1,,,,,1,1,1,1,"Serves survivors of intimate partner violence, elder abuse and/or sex trafficking",Monday - Friday: 9 am - 5 pm,,1,,1,,1,,,,,1,,,"Twi, Greek, Thai, Armenian",1,,"Immigrants, LGBTQ, human trafficking survivors, Orthodox Jewish communities",Manhattan,983763,199873,https://sanctuaryforfamilies.org/
Sanctuary for Families,Queens Family Justice Center ,126-02 82nd Avenue ,"Kew Gardens, NY 11415",718-575-4545,,1,1,1,1,1,,,,1,,1,,,,Child Care Services,1,,,,,1,1,1,1,"Serves survivors of intimate partner violence, elder abuse and/or sex trafficking",Monday - Friday: 9 am - 5 pm,,1,,,1,1,,1,,,,,,,1,,"Immigrants, LGBTQ, human trafficking survivors, Orthodox Jewish communities",Queens,1032459,199212,https://sanctuaryforfamilies.org/
Sanctuary for Families,Staten Island Family Justice Center,126 Stuyvesant Place ,"Staten Island, NY 10301",718-697-4300,,,,1,,,,,,,,1,,,,,1,,,,,1,1,1,1,"Serves survivors of intimate partner violence, elder abuse and/or sex trafficking",Monday - Friday: 9 am - 5 pm,,1,,,,,,,,,,,,,1,,"Immigrants, LGBTQ, human trafficking survivors, Orthodox Jewish communities",Staten Island,962818,173610,https://sanctuaryforfamilies.org/
Seamen's Society for Children and Families,Administrative Office,50 Bay Street ,"Staten Island, NY 10301-1827",718-447-7740 ,4792,1,1,,1,,,,,1,,1,,1,,,1,1,1,,,1,1,,,,Monday - Friday: 9 am - 5 pm,,1,,,,,,,,,,,,,1,,Spanish-speaking communities,Staten Island,963127,172767,http://seamenssociety.org/
Sephardic Bikur Holim,,425 Kings Hwy ,"Brooklyn, NY 11223",718-787-1100,,,,,1,1,,,,1,,,,1,,Domestic Violence Services,1,1,1,,,1,1,1,1,,"<ul style=""list-style-type:none"">
  <li>Monday - Thursday: 9 am - 5 pm</li>
  <li>Friday: 9 am - 1 pm</li>
</ul>",,,,,,,,,,,,,,Hebrew,1,,Orthodox Jewish communities,Brooklyn,991322,159587,https://sbhonline.org/
"Shalom Task Force, Inc.",Administrative Office,"25 Broadway, 4th Floor","New York, NY 10004-1066",212-742-1478 ,8,,1,1,1,,,,,,,,,,,,1,,,,,1,1,1,1,Call to confirm eligibility,Monday - Friday: 9 am - 5 pm,,,,,,,,,,,,,1,,1,,Orthodox Jewish communities,Manhattan,980368,196404,https://www.shalomtaskforce.org/
"Shalom Task Force, Inc.",Brooklyn Legal Services: Sarah's Voice Legal Services Program,"105 Court Street, 4th Floor","Brooklyn, NY 11201",347-592-2124,,,1,1,1,,,,,,,,,,,Case Management available through hotline (718-337-3700) Monday and Weds (9 am-8 pm) Tuesday and Thursday (9 am-10 pm) Friday and Sunday (9 am-12 pm).  ,1,1,1,,,1,1,1,1,Call to confirm eligibility ,Monday - Friday: 9 am - 5 pm,,,,,,,,,,,1,,,Hotline available in Hebrew ,1,,Orthodox Jewish communities,Brooklyn,986594,190930,https://www.shalomtaskforce.org/legal-services
"Sheltering Arms Children and Family Services, Inc.",Jamaica Youth Drop-in Center,"89-74 162nd Street, 3rd Floor","Jamaica, NY 11432",718-526-2400 ,2077,1,1,1,1,,1,,,1,,,,1,,,1,1,1,1,,,1,,,Serves victims who are under 24 years of age ,24 hours,24 hours,1,,,,,1,,,,,,,,1,,"Runaway, homeless, and LGBTQI communities",Queens,1040238,196031,https://shelteringarmsny.org/
"Sheltering Arms Children and Family Services, Inc.",Far Rockaway Youth Drop-in Center,1600 Central Avenue,"Far Rockaway, NY 11691",718-471-6818 ,2123,1,1,1,1,,1,, ,1, , , ,1,,,1,1,1,1,,,1,,,Serves victims who are under 24 years of age ,Monday - Friday: 9 am - 7 pm,,1,,,,,1,,,,,,,,1,,"Runaway, homeless, and LGBTQI communities",Queens,1053018,159939,https://shelteringarmsny.org/
STEPS to End Family Violence - a Division of Edwin Gould Services for Children and Families,,413 E 120th Street,"New York, NY 10035",1-877-783-7794,,1,1,,1,,,,,1,,,,1,,,1,,,,,1,1,1,1,,Monday - Friday: 10 am - 6 pm,,1,,,,,,,,,,,,,1,,Our organization specializes in serving criminalized survivors of intimate partner violence,Manhattan,1002987,230186,https://www.risingground.org/
